1489532005.85		0		0
1489532007.85		0		0
1489532009.86		0		0
1489532011.86		0		0
1489532013.86		0		0
1489532015.86		0		0
1489532017.87		0		0
1489532019.87		0		0
1489532021.87		0		0
1489532023.87		0		0
1489532025.88		0		0
1489532027.88		0		0
1489532029.88		0		0
1489532031.88		0		0
1489532033.89		0		0
1489532035.89		0		0
1489532037.89		0		0
1489532039.9		0		0
1489532041.9		0		0
1489532043.9		0		0
1489532045.91		0		0
1489532047.91		0		0
1489532049.91		0		0
1489532051.91		0		0
1489532053.91		0		0
1489532055.92		0		0
1489532057.92		0		0
1489532059.92		0		0
1489532061.93		0		0
1489532063.93		0		0
1489532065.93		0		0
1489532067.93		0		0
1489532069.93		0		0
1489532071.94		0		0
1489532073.94		0		0
1489532075.94		0		0
1489532077.94		0		0
1489532079.95		0		0
1489532081.95		0		0
1489532083.95		0		0
1489532085.95		0		0
1489532087.95		0		0
1489532089.96		0		0
1489532091.96		0		0
1489532093.96		0		0
1489532095.96		0		0
1489532097.97		0		0
1489532099.97		0		0
1489532101.97		0		0
1489532103.97		0		0
1489532105.97		0		0
1489532107.98		0		0
1489532109.98		0		0
1489532111.98		0		0
1489532113.98		0		0
1489532115.99		0		0
1489532117.99		0		0
1489532119.99		0		0
1489532121.99		0		0
1489532124.0		0		0
1489532126.0		0		0
1489532128.0		0		0
1489532130.0		0		0
1489532132.01		0		0
1489532134.01		0		0
1489532136.01		0		0
1489532138.01		0		0
1489532140.01		0		0
1489532142.02		0		0
1489532144.02		0		0
1489532146.02		0		0
1489532148.02		0		0
1489532150.03		0		0
1489532152.03		0		0
1489532154.03		0		0
1489532156.03		0		0
1489532158.04		0		0
1489532160.04		0		0
1489532162.04		0		0
1489532164.04		0		0
1489532166.04		0		0
1489532168.05		0		0
1489532170.05		0		0
1489532172.05		0		0
1489532174.05		0		0
1489532176.06		0		0
1489532178.06		0		0
1489532180.06		0		0
1489532182.06		0		0
1489532184.06		0		0
1489532186.07		0		0
1489532188.07		0		0
1489532190.07		0		0
1489532192.07		0		0
1489532194.08		0		0
1489532196.08		0		0
1489532198.08		0		0
1489532200.08		0		0
1489532202.08		0		0
1489532204.08		0		0
1489532206.09		0		0
1489532208.09		0		0
1489532210.09		0		0
1489532212.09		0		0
1489532214.1		0		0
1489532216.1		0		0
1489532218.1		0		0
1489532220.1		0		0
1489532222.1		0		0
1489532224.11		0		0
1489532226.11		0		0
1489532228.11		0		0
1489532230.11		0		0
1489532232.11		0		0
1489532234.12		0		0
1489532236.12		0		0
1489532238.12		0		0
1489532240.12		0		0
1489532242.12		0		0
1489532244.13		0		0
1489532246.13		0		0
1489532248.13		0		0
1489532250.13		0		0
1489532252.13		0		0
1489532254.13		0		0
1489532256.14		0		0
1489532258.14		0		0
1489532260.14		0		0
1489532262.14		0		0
1489532264.15		0		0
1489532266.15		0		0
1489532268.15		0		0
1489532270.15		0		0
1489532272.16		0		0
1489532274.16		0		0
1489532276.16		0		0
1489532278.16		0		0
1489532280.17		0		0
1489532282.17		0		0
1489532284.18		0		0
1489532286.18		0		0
1489532288.18		0		0
1489532290.18		0		0
1489532292.19		0		0
1489532294.19		0		0
1489532296.19		0		0
1489532298.19		0		0
1489532300.19		0		0
1489532302.2		0		0
1489532304.2		0		0
1489532306.2		0		0
1489532308.2		0		0
1489532310.21		0		0
1489532312.21		0		0
1489532314.21		0		0
1489532316.21		0		0
1489532318.22		0		0
1489532320.22		0		0
1489532322.22		0		0
1489532324.22		0		0
1489532326.23		0		0
1489532328.23		0		0
1489532330.23		0		0
1489532332.23		0		0
1489532334.24		0		0
1489532336.24		0		0
1489532338.24		0		0
1489532340.24		0		0
1489532342.24		0		0
1489532344.25		0		0
1489532346.25		0		0
1489532348.25		0		0
1489532350.25		0		0
1489532352.25		0		0
